Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0000081	augustus.g24086.t1, augustus.g30768.t1	g15057, g17991, g25089, g32884, g32888, g45708, g48954, g49233, g50574, g50577, g50939, g50944, g54881, g55602, g56376, g56377, g59605
OG0000082	augustus.g5244.t1, augustus.g69306.t1, augustus.g71332.t1	g11602, g32880, g40927, g44201, g44848, g48569, g54672, g54673, g54704, g56814, g60197, g60687, g61267, g61268, g62686, g7068
OG0000083		g12516, g1253, g20920, g23233, g25773, g30535, g31216, g37859, g38678, g40702, g45700, g46985, g51969, g55693, g63180, g63689, g7345, g873, g8818
OG0000084		g10166, g12429, g26206, g28562, g30323, g34642, g42898, g45013, g45605, g45613, g46531, g49388, g54176, g5473, g54884, g55703, g63957, g9801, g988
OG0000085	adi2mcaRNA18098_R1, adi2mcaRNA18098_R2, adi2mcaRNA18098_R3, adi2mcaRNA18098_R5, adi2mcaRNA18098_R7, adi2mcaRNA18098_R9, augustus.g14240.t1, augustus.g15518.t1, augustus.g15519.t1, augustus.g16739.t1, augustus.g16740.t1, augustus.g36639.t1, augustus.g46092.t1, augustus.g46093.t1, augustus.g57906.t1, augustus.g57907.t1	g38928, g44453
OG0000086	adi2mcaRNA22950_R3, adi2mcaRNA9419_R2, adi2mcaRNA9427_R4, adi2mcaRNA9434_R5, augustus.g39737.t1, augustus.g8455.t1	g16502, g41524, g41527, g41528, g41529, g41530, g41531, g41532, g41534, g41539, g56953, g58596
OG0000087	adi2mcaRNA31456_R0, augustus.g48185.t1	g12534, g20240, g20982, g24994, g28394, g32601, g36513, g43138, g44121, g49383, g52600, g54304, g55695, g59829, g64305, g6781
OG0000088	adi2mcaRNA4397_R3, augustus.g31969.t1, augustus.g31971.t1, augustus.g31973.t1, augustus.g58457.t1	g11974, g11982, g11987, g11989, g11992, g30498, g34435, g34437, g34465, g34471, g39391, g44807, g63054
OG0000089	adi2mcaRNA6580_R0, augustus.g21691.t1, augustus.g22482.t1, augustus.g34604.t1, augustus.g61598.t1	g10763, g11028, g12124, g13928, g25081, g31238, g33894, g45005, g47330, g48027, g54467, g61134, g62886
OG0000090	adi2mcaRNA8815_R0, augustus.g60712.t1	g11784, g17267, g19373, g25027, g29211, g30102, g30557, g36871, g39457, g4413, g44588, g45466, g51010, g55435, g57166, g663
OG0000091	augustus.g10522.t1, augustus.g2897.t1, augustus.g40399.t1, augustus.g42324.t1, augustus.g68144.t1	g10589, g11521, g165, g19091, g21369, g24824, g28703, g51865, g53680, g55522, g55730, g57073, g58269
OG0000092	augustus.g12130.t1, augustus.g17117.t1, augustus.g69311.t1, augustus.g69318.t1	g15065, g20310, g28080, g43147, g50282, g50963, g52939, g59398, g59576, g9218, g9735, g9749, g9758, g9766
OG0000093	augustus.g13564.t1, augustus.g18343.t1	g16013, g23684, g23685, g28737, g3744, g3750, g37850, g37856, g41489, g46835, g46836, g56523, g58151, g58780, g58914, g59086
OG0000094	augustus.g17423.t1, augustus.g20118.t1, augustus.g24009.t1, augustus.g29759.t1, augustus.g30086.t1, augustus.g33505.t1, augustus.g33892.t1, augustus.g36884.t1, augustus.g48076.t1, augustus.g48749.t1, augustus.g50757.t1, augustus.g52365.t1, augustus.g62830.t1, augustus.g62831.t1, augustus.g62832.t1, augustus.g637.t1, augustus.g7725.t1, augustus.g8654.t1	
OG0000095	augustus.g46960.t1, augustus.g5223.t1	g10962, g11078, g15475, g18260, g19226, g29021, g29037, g33047, g34531, g3680, g46134, g47250, g48139, g55406, g62072, g63491
OG0000096	augustus.g58120.t1	g30845, g30849, g36719, g36723, g38811, g41231, g41236, g41247, g41257, g47516, g49167, g50558, g52948, g54261, g55847, g56253, g57725
OG0000097	augustus.g60650.t1	g12220, g12223, g21007, g21554, g22654, g26134, g26802, g3147, g35281, g36419, g36876, g39030, g437, g53823, g55618, g60047, g871
OG0000098	adi2mcaRNA14688_R0, augustus.g26263.t1	g1468, g15880, g21132, g24901, g29757, g31424, g31727, g35943, g36984, g38258, g38496, g45944, g47142, g58517, g7597
OG0000099	adi2mcaRNA18891_R4, augustus.g33761.t1, augustus.g66369.t1, augustus.g67468.t1	g18651, g20253, g22830, g34647, g48950, g51612, g51617, g54757, g56058, g57392, g58414, g59890, g62000
OG0000100	adi2mcaRNA28013_R0, adi2mcaRNA28013_R1, adi2mcaRNA28013_R3, adi2mcaRNA28013_R4, adi2mcaRNA28013_R5, adi2mcaRNA28013_R6, augustus.g24743.t1, augustus.g57055.t1	g11742, g12931, g1315, g33261, g39270, g44844, g48565, g51155, g64312
OG0000101	adi2mcaRNA32261_R1	g30839, g32837, g36715, g36720, g36724, g38813, g41230, g41232, g41245, g41255, g47807, g50560, g52949, g54264, g55851, g57374
OG0000102	adi2mcaRNA3707_R1, adi2mcaRNA3707_R2, adi2mcaRNA3707_R4, adi2mcaRNA3707_R5, adi2mcaRNA3707_R7, adi2mcaRNA3707_R8, adi2mcaRNA3707_R9, adi2mcaRNA3708_R0, adi2mcaRNA3708_R6, adi2mcaRNA3708_R8, augustus.g25943.t1	g30319, g33278, g38564, g49527, g51526, g56384
OG0000103	augustus.g10546.t1, augustus.g13731.t1, augustus.g16881.t1, augustus.g16981.t1, augustus.g17445.t1, augustus.g20371.t1, augustus.g3272.t1, augustus.g3403.t1, augustus.g47788.t1, augustus.g5495.t1, augustus.g5497.t1, augustus.g65791.t1, augustus.g67496.t1, augustus.g68439.t1, augustus.g9851.t1	g23689, g23695
OG0000104	augustus.g1079.t1, augustus.g11461.t1, augustus.g29830.t1	g12329, g18262, g28423, g30321, g30851, g31130, g35768, g45603, g50868, g52227, g53140, g55983, g56782, g62207
OG0000105	augustus.g20221.t1, augustus.g35398.t1	g10890, g11591, g13877, g16990, g2593, g35374, g37066, g44264, g46964, g5093, g52344, g5413, g54918, g57432, g63709
OG0000106	augustus.g34800.t1	g10046, g11051, g13599, g13911, g15796, g24155, g28819, g32424, g38100, g40232, g48178, g49568, g58915, g6923, g7133, g7493
OG0000107	augustus.g35252.t1	g21142, g24683, g36443, g36518, g38418, g41214, g43438, g43452, g45843, g49966, g49975, g51711, g55367, g56194, g56198, g56199
OG0000108		g18251, g19613, g19694, g21667, g23769, g24427, g28334, g38066, g40731, g44304, g47861, g49725, g50228, g52089, g52282, g5238, g6164
OG0000109		g12428, g15436, g34683, g38028, g38792, g39684, g47809, g48159, g55665, g56271, g57012, g57418, g59598, g59953, g61811, g62648, g9800
OG0000110	adi2mcaRNA13788_R0, adi2mcaRNA13788_R1, adi2mcaRNA13788_R2, adi2mcaRNA13788_R4, adi2mcaRNA13788_R5, adi2mcaRNA13788_R6, adi2mcaRNA13788_R7, adi2mcaRNA13788_R8, adi2mcaRNA13788_R9, adi2mcaRNA34118_R2, adi2mcaRNA34118_R3, adi2mcaRNA34118_R4, adi2mcaRNA35302_R4	g17440, g51559, g57182
OG0000111	adi2mcaRNA19725_R7, adi2mcaRNA19725_R8, adi2mcaRNA19725_R9, augustus.g12392.t1, augustus.g15738.t1, augustus.g18710.t1, augustus.g20829.t1, augustus.g20854.t1, augustus.g56134.t1, augustus.g61613.t1, augustus.g61618.t1, augustus.g70530.t1, augustus.g70545.t1, augustus.g8229.t1	g42776, g42801
OG0000112	adi2mcaRNA20431_R3, adi2mcaRNA2853_R9, adi2mcaRNA6683_R6, adi2mcaRNA6683_R9, augustus.g31035.t1, augustus.g31055.t1, augustus.g31059.t1, augustus.g31064.t1, augustus.g31073.t1, augustus.g45371.t1, augustus.g45373.t1, augustus.g66068.t1, augustus.g66075.t1, augustus.g66078.t1	g37936, g37942
OG0000113	adi2mcaRNA38796_R1, augustus.g23710.t1, augustus.g55323.t1, augustus.g61577.t1	g18713, g21552, g25843, g29388, g31655, g45839, g54191, g54249, g55791, g55953, g6580, g7183
OG0000114	adi2mcaRNA41499_R0, augustus.g42493.t1, augustus.g43226.t1	g15524, g18449, g31841, g36330, g44707, g46189, g47869, g48414, g51251, g5420, g5702, g57706, g57728
OG0000115	augustus.g11355.t1, augustus.g13465.t1, augustus.g16549.t1, augustus.g16997.t1, augustus.g19763.t1, augustus.g2186.t1, augustus.g220.t1, augustus.g43470.t1, augustus.g43486.t1, augustus.g52806.t1, augustus.g5505.t1, augustus.g5506.t1, augustus.g62040.t1, augustus.g69161.t1, augustus.g9917.t1	g11681
OG0000116	augustus.g2087.t1	g13240, g14235, g17422, g24664, g27446, g29158, g32147, g33582, g36801, g38034, g60227, g64465, g6956, g7823, g9423
OG0000117	augustus.g35245.t1	g14252, g24713, g25629, g25710, g25726, g3056, g33725, g38200, g48347, g48349, g62328, g62334, g62336, g7762, g7764
OG0000118	augustus.g38661.t1, augustus.g54490.t1	g10003, g13595, g16873, g20070, g2947, g3891, g42490, g4824, g49084, g50813, g55737, g61178, g7120, g9496
OG0000119	augustus.g49342.t1	g13772, g14122, g16909, g19713, g25758, g26881, g30100, g41910, g42558, g42758, g43448, g60526, g61091, g61228, g63619
OG0000120		g12699, g15323, g19564, g20156, g26666, g29988, g3003, g31369, g35945, g4010, g43854, g50637, g51468, g53534, g53735, g8651
OG0000121	adi2mcaRNA12029_R0, augustus.g18181.t1, augustus.g22749.t1, augustus.g3966.t1, augustus.g3970.t1, augustus.g43190.t1	g17489, g23749, g34481, g37582, g42647, g42656, g43551, g4575, g58276
OG0000122	adi2mcaRNA13417_R3, adi2mcaRNA13417_R5, adi2mcaRNA13417_R6, adi2mcaRNA13417_R8, adi2mcaRNA13417_R9, adi2mcaRNA1449_R3, adi2mcaRNA1449_R4, adi2mcaRNA26193_R7, adi2mcaRNA26193_R9, augustus.g11579.t1, augustus.g30342.t1, augustus.g36544.t1, augustus.g46800.t1, augustus.g68993.t1	g496
OG0000123	adi2mcaRNA14550_R9, augustus.g1434.t1, augustus.g16707.t1, augustus.g18516.t1, augustus.g43476.t1, augustus.g4590.t1, augustus.g50317.t1, augustus.g51885.t1, augustus.g52277.t1, augustus.g56602.t1, augustus.g56603.t1, augustus.g67394.t1, augustus.g68302.t1, augustus.g761.t1	g13199
OG0000124	adi2mcaRNA14707_R2, adi2mcaRNA14707_R3, adi2mcaRNA14707_R8, adi2mcaRNA14707_R9, adi2mcaRNA22879_R7, adi2mcaRNA27020_R7, adi2mcaRNA29910_R0, adi2mcaRNA9648_R7, augustus.g24559.t1, augustus.g26724.t1, augustus.g40506.t1, augustus.g41.t1, augustus.g54797.t1, augustus.g63727.t1, augustus.g68700.t1	
OG0000125	adi2mcaRNA29616_R2, adi2mcaRNA29616_R6, adi2mcaRNA29617_R9, augustus.g2346.t1, augustus.g2348.t1, augustus.g2352.t1, augustus.g2353.t1, augustus.g2355.t1, augustus.g2356.t1, augustus.g2357.t1, augustus.g2358.t1, augustus.g46882.t1, augustus.g46883.t1, augustus.g46884.t1	g52573
OG0000126	adi2mcaRNA31072_R3, adi2mcaRNA31072_R4, adi2mcaRNA5133_R0	g15931, g2524, g27431, g27805, g28078, g59738, g60169, g60179, g62752, g7176, g880, g9853
OG0000127	adi2mcaRNA31353_R6, adi2mcaRNA31353_R7, adi2mcaRNA31353_R8, augustus.g27662.t1, augustus.g29883.t1, augustus.g35637.t1, augustus.g52302.t1, augustus.g60859.t1, augustus.g6497.t1, augustus.g9427.t1	g37218, g40954, g44654, g45970, g48985
OG0000128	adi2mcaRNA36099_R6, adi2mcaRNA36099_R8, augustus.g10097.t1, augustus.g10098.t1, augustus.g10099.t1, augustus.g12484.t1, augustus.g1423.t1, augustus.g26093.t1, augustus.g26487.t1, augustus.g30899.t1, augustus.g31594.t1, augustus.g42930.t1, augustus.g51786.t1, augustus.g62059.t1, augustus.g64532.t1	
OG0000129	adi2mcaRNA5735_R1, augustus.g71106.t1	g18945, g18947, g18948, g18950, g18951, g21528, g48740, g59240, g59433, g59435, g61653, g61654, g61656
OG0000130	augustus.g11372.t1, augustus.g13483.t1, augustus.g14126.t1, augustus.g17483.t1, augustus.g24505.t1, augustus.g27948.t1, augustus.g31868.t1, augustus.g40998.t1, augustus.g47087.t1, augustus.g63421.t1, augustus.g64789.t1, augustus.g68324.t1, augustus.g70852.t1	g39262, g7613
OG0000131	augustus.g12658.t1, augustus.g24297.t1, augustus.g26844.t1, augustus.g2769.t1, augustus.g29580.t1, augustus.g39247.t1, augustus.g44769.t1, augustus.g44789.t1, augustus.g44861.t1, augustus.g49254.t1, augustus.g51809.t1, augustus.g65479.t1, augustus.g70539.t1	g48421, g57391
OG0000132	augustus.g14073.t1, augustus.g48166.t1, augustus.g60716.t1	g22844, g28535, g28537, g34914, g40885, g40903, g51494, g54599, g57049, g57645, g58889, g9204
OG0000133	augustus.g14510.t1, augustus.g14511.t1, augustus.g19121.t1, augustus.g25649.t1, augustus.g25650.t1, augustus.g25671.t1, augustus.g29062.t1, augustus.g31314.t1, augustus.g45626.t1, augustus.g46267.t1, augustus.g56302.t1, augustus.g5812.t1, augustus.g59750.t1, augustus.g59910.t1, augustus.g6600.t1	
OG0000134	augustus.g15320.t1, augustus.g40317.t1	g1245, g16421, g26662, g28574, g31208, g333, g36883, g38806, g47604, g4800, g50087, g54482, g6520
OG0000135	augustus.g17607.t1, augustus.g22837.t1	g10078, g1233, g12704, g23727, g23903, g27274, g28069, g35475, g4819, g5153, g54520, g59965, g7001
OG0000136	augustus.g24405.t1	g15343, g17094, g17554, g20710, g22125, g27378, g35878, g49081, g49900, g51244, g56111, g58846, g62309, g63659
OG0000137	augustus.g3933.t1	g28780, g28787, g28791, g40045, g43561, g43620, g43622, g44808, g44833, g51036, g52162, g52165, g56558, g56628
OG0000138		g11085, g15035, g21714, g2322, g24347, g26916, g35718, g38275, g39672, g40710, g49111, g53424, g57104, g59087, g6796
OG0000139	adi2mcaRNA10243_R2, adi2mcaRNA23172_R5, augustus.g12680.t1, augustus.g265.t1	g25361, g30758, g31045, g31049, g39189, g43970, g44171, g51773, g54651, g58518
OG0000140	adi2mcaRNA12577_R0, adi2mcaRNA18170_R7, augustus.g11440.t1, augustus.g51212.t1	g12434, g15584, g15589, g15590, g50033, g50037, g56898, g63737, g63738, g9867
OG0000141	adi2mcaRNA1373_R0	g3640, g3643, g3652, g36707, g45158, g47897, g47898, g48956, g48957, g53314, g54210, g56549, g63439
OG0000142	adi2mcaRNA18171_R8, adi2mcaRNA18171_R9, adi2mcaRNA38021_R6	g12393, g12394, g12402, g12403, g12406, g12413, g48492, g48495, g49364, g49365, g49367
OG0000143	adi2mcaRNA19755_R0	g27252, g28811, g34787, g36573, g37203, g37206, g39107, g44533, g48425, g48428, g48556, g56405, g58419
OG0000144	adi2mcaRNA28417_R8, augustus.g16507.t1, augustus.g16508.t1, augustus.g21127.t1, augustus.g42904.t1, augustus.g45116.t1, augustus.g45117.t1, augustus.g50125.t1, augustus.g50126.t1, augustus.g51948.t1, augustus.g5603.t1, augustus.g5604.t1, augustus.g63183.t1, augustus.g952.t1	
OG0000145	adi2mcaRNA32684_R3, adi2mcaRNA32684_R4, adi2mcaRNA32684_R5, adi2mcaRNA32684_R6, adi2mcaRNA32684_R8, adi2mcaRNA32684_R9, augustus.g3607.t1, augustus.g41808.t1, augustus.g41814.t1, augustus.g68217.t1	g11689, g20827, g24345, g59161
OG0000146	adi2mcaRNA35928_R3, adi2mcaRNA35928_R5	g12991, g16106, g2842, g30486, g37885, g44938, g45019, g49033, g49246, g52731, g53146, g55312
OG0000147	adi2mcaRNA36640_R7, augustus.g11341.t1, augustus.g19472.t1, augustus.g37617.t1, augustus.g44938.t1, augustus.g51013.t1, augustus.g51580.t1, augustus.g53186.t1, augustus.g5739.t1, augustus.g6509.t1, augustus.g69940.t1	g40606, g40607, g51158
OG0000148	adi2mcaRNA6122_R0, augustus.g31426.t1	g10570, g17531, g18923, g20119, g28518, g33560, g34406, g48625, g48786, g51983, g56470, g6221
OG0000149	augustus.g11244.t1, augustus.g12902.t1, augustus.g14800.t1, augustus.g15654.t1, augustus.g16792.t1, augustus.g21898.t1, augustus.g21990.t1, augustus.g29656.t1, augustus.g32442.t1, augustus.g45318.t1, augustus.g46220.t1, augustus.g50035.t1, augustus.g64232.t1	g17615
OG0000150	augustus.g11409.t1, augustus.g17649.t1, augustus.g24180.t1, augustus.g262.t1, augustus.g34763.t1, augustus.g37201.t1, augustus.g46889.t1, augustus.g47787.t1, augustus.g49626.t1, augustus.g5034.t1, augustus.g55760.t1, augustus.g63527.t1, augustus.g65087.t1	g28779
OG0000151	augustus.g1143.t1, augustus.g15667.t1, augustus.g15702.t1, augustus.g23369.t1, augustus.g33174.t1, augustus.g4064.t1, augustus.g43463.t1, augustus.g43797.t1, augustus.g44216.t1, augustus.g55194.t1, augustus.g57434.t1, augustus.g62323.t1, augustus.g64654.t1	g37116
OG0000152	augustus.g11669.t1, augustus.g13940.t1, augustus.g15620.t1, augustus.g15828.t1, augustus.g18483.t1, augustus.g19375.t1, augustus.g38685.t1, augustus.g41293.t1, augustus.g51223.t1, augustus.g59683.t1, augustus.g60816.t1, augustus.g71580.t1	g15503, g26865
OG0000153	augustus.g12941.t1, augustus.g48544.t1	g12351, g12356, g12358, g12359, g12361, g12362, g47006, g50143, g50145, g50150, g50151, g50154
OG0000154	augustus.g13263.t1, augustus.g457.t1	g10811, g32182, g35796, g37552, g40163, g46013, g49570, g56420, g56902, g57719, g58412, g60861
OG0000155	augustus.g14398.t1, augustus.g18290.t1, augustus.g22000.t1, augustus.g23901.t1, augustus.g25033.t1, augustus.g28205.t1, augustus.g29195.t1, augustus.g32086.t1, augustus.g38521.t1, augustus.g56077.t1, augustus.g61459.t1, augustus.g62135.t1, augustus.g63706.t1	g50272
OG0000156	augustus.g15593.t1, augustus.g17866.t1, augustus.g23325.t1, augustus.g54774.t1	g1816, g1819, g1822, g1825, g1827, g33436, g34270, g53084, g53820, g7923
OG0000157	augustus.g1726.t1, augustus.g17950.t1, augustus.g21931.t1, augustus.g33330.t1, augustus.g40623.t1, augustus.g53175.t1, augustus.g5629.t1, augustus.g5658.t1, augustus.g57424.t1, augustus.g67495.t1, augustus.g67916.t1, augustus.g69623.t1	g47534, g57373
OG0000158	augustus.g17526.t1, augustus.g17529.t1, augustus.g18955.t1, augustus.g18959.t1, augustus.g3930.t1, augustus.g3952.t1, augustus.g70259.t1, augustus.g70278.t1, augustus.g70282.t1, augustus.g70286.t1, augustus.g70287.t1, augustus.g8294.t1, augustus.g8304.t1, augustus.g8307.t1	
OG0000159	augustus.g18014.t1, augustus.g18015.t1, augustus.g19624.t1, augustus.g33177.t1, augustus.g49153.t1, augustus.g54447.t1, augustus.g54448.t1, augustus.g54449.t1, augustus.g54450.t1, augustus.g60772.t1, augustus.g71103.t1, augustus.g7378.t1	g24102, g6142
OG0000160	augustus.g19315.t1, augustus.g19318.t1, augustus.g19319.t1, augustus.g32663.t1, augustus.g32666.t1, augustus.g32671.t1, augustus.g32676.t1, augustus.g32677.t1, augustus.g46243.t1, augustus.g46253.t1, augustus.g46254.t1, augustus.g46255.t1, augustus.g62620.t1	g7859
OG0000161	augustus.g28066.t1, augustus.g33772.t1	g11462, g11464, g11465, g36661, g36662, g36663, g36672, g36678, g36682, g36687, g5259, g5270
OG0000162	augustus.g35082.t1, augustus.g41939.t1	g10005, g12316, g13755, g13757, g19279, g20542, g32582, g34056, g36982, g38593, g45516, g55306
OG0000163	augustus.g36829.t1, augustus.g70984.t1	g11362, g19184, g39218, g42728, g43227, g48115, g50641, g50901, g51203, g51529, g55228, g8938
OG0000164	augustus.g38546.t1, augustus.g52024.t1, augustus.g66185.t1	g13019, g24348, g38647, g42087, g49754, g50650, g53951, g5834, g63748, g689, g8294
OG0000165	augustus.g39180.t1, augustus.g61187.t1	g22835, g368, g37146, g381, g45746, g46162, g46945, g48316, g54691, g54694, g57081, g6815
OG0000166	augustus.g6326.t1, augustus.g9280.t1	g11156, g14465, g19994, g20111, g22575, g29123, g31050, g33804, g46991, g55958, g59369, g7528
OG0000167	augustus.g65993.t1	g13015, g19220, g24484, g379, g38059, g38289, g38553, g48405, g50440, g53585, g58129, g60424, g9301
OG0000168		g13166, g2288, g29673, g29739, g30606, g31599, g34562, g45832, g48227, g50463, g54683, g7065, g8244, g9081
OG0000169	adi2mcaRNA10879_R2, adi2mcaRNA10885_R4, adi2mcaRNA10885_R6, adi2mcaRNA10885_R7, adi2mcaRNA10886_R1, adi2mcaRNA10886_R3, augustus.g16045.t1, augustus.g55988.t1, augustus.g55989.t1, augustus.g55999.t1, augustus.g56009.t1, augustus.g56011.t1	g14224
OG0000170	adi2mcaRNA19062_R1, adi2mcaRNA19062_R9, adi2mcaRNA30821_R0, adi2mcaRNA30821_R3, adi2mcaRNA32687_R9, augustus.g21924.t1, augustus.g25738.t1, augustus.g28929.t1, augustus.g30506.t1, augustus.g37706.t1, augustus.g48299.t1, augustus.g53030.t1	g59743
OG0000171	adi2mcaRNA21139_R0, adi2mcaRNA21139_R1, adi2mcaRNA21139_R2, adi2mcaRNA21139_R3, adi2mcaRNA21139_R4, adi2mcaRNA21139_R5, adi2mcaRNA21139_R7, adi2mcaRNA21139_R8, adi2mcaRNA21139_R9, adi2mcaRNA38467_R5, augustus.g13670.t1	g54179, g58895
OG0000172	adi2mcaRNA22408_R2, augustus.g15116.t1, augustus.g24186.t1, augustus.g24188.t1, augustus.g24189.t1	g30914, g30918, g30922, g31432, g31440, g31441, g31445, g31447
OG0000173	adi2mcaRNA2470_R1, augustus.g60921.t1	g28560, g64048, g64049, g64050, g64054, g64055, g64059, g64066, g64070, g64073, g64076
OG0000174	adi2mcaRNA25316_R4, adi2mcaRNA25316_R5	g15287, g17967, g17971, g3161, g3183, g36889, g38182, g38184, g38186, g38194, g58370
OG0000175	adi2mcaRNA34736_R8, augustus.g14401.t1, augustus.g21999.t1, augustus.g23902.t1, augustus.g25034.t1, augustus.g31976.t1, augustus.g32085.t1, augustus.g56076.t1, augustus.g61460.t1, augustus.g62134.t1, augustus.g63705.t1	g64240, g64243
OG0000176	adi2mcaRNA9009_R1, adi2mcaRNA9009_R4, adi2mcaRNA9009_R5, adi2mcaRNA9009_R6, adi2mcaRNA9009_R7, augustus.g44489.t1, augustus.g44494.t1, augustus.g44497.t1, augustus.g51748.t1, augustus.g6889.t1, augustus.g6892.t1, augustus.g6899.t1	g47543
OG0000177	augustus.g10071.t1, augustus.g10082.t1, augustus.g12899.t1, augustus.g12901.t1, augustus.g12906.t1, augustus.g14375.t1, augustus.g14428.t1, augustus.g14944.t1, augustus.g16401.t1, augustus.g18134.t1, augustus.g61429.t1, augustus.g61430.t1, augustus.g70133.t1	
OG0000178	augustus.g11171.t1, augustus.g14794.t1, augustus.g18345.t1, augustus.g22104.t1	g37099, g3767, g37795, g42042, g48468, g50127, g50128, g55520, g62657
