"","PolyA_1041","PolyA_1471","PolyA_1637","RiboDep_1041","RiboDep_1471","RiboDep_1637"
"g5943",938,592,586,834,689,774
"g5953",484,388,373,404,315,410
"g5954",0,0,0,19,9,12
"g5989",59,9,40,112,82,75
"g5990",43,30,18,61,41,65
"g5999",340,301,243,275,413,391
"g6014",260,141,127,85,59,57
"g6032",54,29,19,64,91,105
"g6033",249,136,103,290,126,184
"g6046",32,37,31,94,39,44
"g6044",1430,1014,1017,1543,840,1095
"g6045",62,32,30,67,36,62
"g6054",285,72,127,443,308,467
"g6084",168,95,146,150,158,171
"g6088",37,13,24,55,61,48
"g6090",4,3,12,17,38,31
"g6089",344,376,305,112,109,121
"g6092",1964,1437,1440,751,531,694
"g6109",22,11,0,59,48,43
"g6107",1512,1246,1140,1450,1512,1363
"g6120",14,9,22,60,55,41
"g6121",332,159,208,98,70,62
"g6134",224,158,216,450,394,443
"g6135",648,481,504,274,197,212
"g6132",2692,1479,1393,2306,2132,2083
"g6133",4567,3256,2889,1867,1063,1124
"g6162",0,0,0,34,25,29
"g6159",72,101,63,229,210,230
"g6168",93,93,97,112,111,132
"g6176",4,8,7,43,36,42
"g6179",341,290,200,1069,2036,1248
"g6181",115,123,79,203,444,249
"g6186",0,0,0,9,1,8
"g6193",0,0,0,4,9,5
"g6195",9,31,5,82,92,113
"g6208",393,247,229,165,98,126
"g6219",30,23,37,97,105,84
"g6238",341,219,192,129,67,95
"g6243",1123,564,674,484,234,308
"g6260",8,16,7,35,26,23
"g6296",6,11,0,34,62,25
"g6327",150,134,99,530,295,466
"g6319",2678,3149,3121,5426,2551,4213
"g6322",606,734,589,2428,883,1430
"g6320",1346,1668,1535,5529,5271,6683
"g6321",689,892,691,5913,4421,6683
"g6344",1739,1343,1273,585,395,509
"g6361",777,780,579,244,255,301
"g6362",0,0,0,33,12,23
"g6357",0,0,0,27,21,16
"g6358",589,415,471,261,176,247
"g6355",516,255,321,212,101,143
"g6359",1028,686,641,337,237,278
"g6370",2757,1748,1818,1198,675,923
"g6378",375,424,332,181,76,153
"g6380",235,224,190,304,228,254
"g6383",679,522,515,259,154,213
"g6384",59,47,51,227,228,231
"g6385",244,173,177,254,565,425
"g6386",352,313,317,430,814,643
"g6397",0,0,0,71,32,58
"g6402",270,211,161,80,67,73
"g6413",855,484,576,288,188,187
"g6415",30,31,24,43,41,45
"g6424",0,0,0,19,6,6
"g6426",0,0,7,42,20,10
"g6422",25,21,0,75,73,74
"g6419",25,58,38,80,98,67
"g6423",442,366,348,486,441,601
"g6428",218,115,127,83,41,45
"g6431",1861,1929,1702,1056,633,776
"g6450",0,0,0,40,17,37
"g6461",623,379,430,480,361,419
"g6464",15,3,3,34,13,20
"g6465",6,7,6,15,13,15
"g6463",476,332,391,627,1057,926
"g6493",54,77,69,134,68,121
"g6482",0,0,4,327,102,195
"g6485",95,139,69,280,231,303
"g6488",107,102,114,142,88,116
"g6526",0,0,0,30,30,41
"g6540",0,3,0,38,28,30
"g6539",707,566,505,297,176,258
"g6544",655,630,476,204,201,179
"g6560",0,0,0,93,63,57
"g6559",47,92,53,106,98,87
"g6579",0,0,0,18,3,8
"g6569",1390,663,940,1279,644,1064
"g6571",41,65,36,112,45,92
"g6578",82,52,66,127,82,105
"g6589",715,827,269,1350,1258,631
"g6603",0,0,0,20,16,13
"g6599",1527,961,1024,687,272,478
"g6624",56,90,69,471,263,371
"g6623",712,794,679,1724,1143,1534
"g6625",22,37,34,376,261,358
"g6605",1136,1039,830,5402,3564,4808
"g6606",2120,1958,1639,3631,2545,3506
"g6611",0,0,0,6,10,7
"g6613",123,128,83,244,183,254
"g6616",825,656,591,343,301,271
"g6633",913,604,574,999,1147,1259
"g6641",53,33,27,80,48,58
"g6639",78,72,91,200,170,189
"g6640",224,146,130,185,193,200
"g6655",440,385,407,209,184,149
"g6658",269,203,153,105,73,84
"g6659",108,45,59,115,112,107
"g6677",244,166,288,82,76,97
"g6683",139,130,146,49,40,54
"g6688",140,91,151,201,102,163
"g6693",9,5,0,30,20,12
"g6724",507,414,300,667,464,397
"g6725",105,101,46,259,127,173
"g6727",1209,943,858,1361,674,912
"g6730",321,295,188,745,406,611
"g6728",109,82,86,149,132,146
"g6731",27,7,10,73,34,74
"g6786",440,370,290,492,356,405
"g6787",0,0,0,38,9,25
"g6827",8,0,0,31,54,32
"g6801",1643,1159,1065,1706,844,1326
"g6846",41,48,22,91,39,69
"g6859",16,12,19,40,54,65
"g6881",11,12,16,118,77,97
"g6888",13,45,21,200,119,202
"g6900",57,80,43,173,235,187
"g6913",66,8,23,286,33,79
"g6927",14,6,0,37,34,22
"g6948",0,0,0,48,20,50
"g6965",224,136,130,69,58,68
"g6954",1071,792,629,1904,1315,1515
"g6955",1093,687,585,2366,4973,3690
"g6950",378,252,315,160,93,130
"g6953",537,444,397,478,523,625
"g6957",499,396,291,861,1121,1067
"g6988",4,1,0,20,13,11
"g7004",1294,972,870,664,352,415
"g7012",919,569,449,339,152,249
"g7018",0,0,1,18,13,6
"g7024",0,0,0,9,11,6
"g7025",0,0,0,5,9,7
"g7017",123,141,105,162,120,164
"g7019",16,0,0,52,37,34
"g7022",473,574,594,611,638,660
"g7072",0,0,0,28,6,9
"g7074",0,0,0,20,10,12
"g7075",0,0,0,43,22,24
"g7076",0,0,0,13,7,18
"g7080",171,229,137,544,489,485
"g7081",1014,907,649,376,259,290
"g7155",2776,1635,1571,984,503,557
"g7161",0,0,0,17,9,10
"g7158",1004,564,433,809,514,679
"g7160",1544,640,677,3317,2410,2760
"g7203",195,67,153,311,164,209
"g7204",196,105,102,283,280,276
"g7206",0,0,0,8,6,15
"g7219",0,7,0,211,112,118
"g7220",24,39,20,1259,484,865
"g7241",19,10,8,62,14,53
"g7276",409,385,311,561,750,620
"g7224",18,15,21,1121,820,962
"g7225",72,65,41,2899,2660,2570
"g7226",60,106,39,2913,2466,2304
"g7227",199,291,121,7786,7073,7045
"g7228",101,83,38,1356,1035,1105
"g7231",467,727,244,7811,5675,6099
"g7221",70,82,23,4498,3406,3696
"g7222",43,40,0,1900,1519,1566
"g7229",31,54,29,457,150,287
"g7230",112,157,98,3199,3061,2870
"g7232",2849,4310,1864,23087,19484,19257
"g7233",6124,8084,4259,15644,14200,14131
"g7288",842,421,527,718,558,545
"g7295",713,639,648,276,260,259
"g7302",0,0,0,6,5,6
"g7304",0,0,0,8,7,4
"g7307",84,79,71,153,115,105
"g7311",29,36,25,83,58,27
"g7318",747,643,737,387,157,302
"g7325",825,518,647,345,291,310
"g7330",0,0,0,22,15,15
"g7332",818,323,188,1645,394,582
"g7339",321,133,191,476,235,321
"g7346",1125,565,651,465,123,253
"g7349",129,90,111,370,230,370
"g7360",72,157,104,141,344,161
"g7367",33,34,23,96,50,44
"g7364",1204,970,882,1252,928,1298
"g7365",905,643,804,358,281,361
"g7417",137,106,81,137,98,145
"g7427",5,7,5,16,27,8
"g7438",0,0,0,15,21,17
"g7444",136,128,117,196,94,161
"g7445",148,92,83,186,179,149
"g7439",115,83,76,169,168,171
"g7441",183,151,142,300,171,208
"g7447",103,78,63,176,104,119
"g7463",1270,1380,1450,2004,2096,2256
"g7467",0,0,0,6,9,5
"g7487",0,0,0,4,12,24
"g7534",5,4,3,16,10,10
"g7539",828,378,355,1228,696,736
"g7540",268,162,180,354,194,183
"g7541",597,222,255,912,437,593
"g7542",626,451,473,232,133,164
"g7543",361,215,289,125,92,118
"g7546",201,118,122,166,128,146
"g7554",31,18,47,360,202,237
"g7551",180,198,201,229,221,252
"g7571",0,0,0,23,16,6
"g7576",39,25,22,109,102,66
"g7579",60,81,84,138,145,126
"g7662",88,64,77,216,171,123
"g7660",152,89,81,351,191,171
"g7669",448,467,403,572,523,493
"g7671",513,436,353,731,407,554
"g7672",40,90,96,198,225,215
"g7676",0,0,0,63,27,60
"g7677",248,187,149,93,43,88
"g7680",1011,906,760,1184,809,1032
"g7682",16,17,14,35,30,33
"g7711",0,0,0,15,6,19
"g7714",26,20,27,47,27,37
"g7716",617,433,381,816,426,465
"g7717",270,156,104,550,274,352
"g7730",7,1,0,34,12,14
"g7745",0,0,0,30,9,13
"g7758",524,394,391,855,346,618
"g7752",144,86,94,782,413,656
"g7754",49,48,32,308,203,222
"g7756",75,81,57,270,238,194
"g7757",91,49,52,155,78,117
"g7772",495,508,578,224,159,230
"g7773",315,291,297,443,549,499
"g7789",51,43,31,132,99,56
"g7788",44,31,22,72,30,58
"g7819",63,34,44,105,47,80
"g7822",269,248,177,84,69,88
"g7835",255,241,168,122,62,80
"g7838",0,0,0,19,10,11
"g7843",0,0,0,8,3,11
"g7795",734,610,650,1293,1535,1359
"g7798",192,186,183,318,340,532
"g7883",2,0,0,15,8,16
"g7890",291,249,204,370,231,290
"g7905",186,59,53,293,98,123
"g7901",104,77,74,124,195,193
"g7968",0,0,0,8,5,10
"g7977",0,0,0,6,5,3
"g7971",206,203,133,312,366,332
"g7978",400,328,302,137,117,135
"g7979",251,233,258,409,514,527
"g7999",37,41,26,65,42,72
"g8024",52,53,32,90,70,68
"g8018",62,35,38,75,52,53
"g8034",128,31,67,146,67,165
"g8052",30,29,22,223,77,148
"g8044",3,0,0,18,13,11
"g8053",31,76,24,218,78,144
"g8055",41,43,24,236,123,137
"g8057",0,0,0,58,41,37
"g8060",0,0,0,29,6,7
"g8061",0,0,0,27,18,23
"g8062",0,0,0,38,35,33
"g8059",91,86,35,141,72,101
"g8065",0,0,0,44,26,42
"g8067",0,0,0,10,10,9
"g8068",0,0,0,44,23,21
"g8069",0,0,0,24,10,9
"g8070",0,0,0,29,15,19
"g8071",0,0,0,14,14,4
"g8072",0,0,0,9,5,16
"g8079",104,130,104,226,181,194
"g8063",105,172,80,338,208,206
"g8064",157,252,154,553,285,364
"g8075",3,7,0,122,167,104
"g8097",0,0,0,20,15,10
"g8089",1276,939,951,618,426,557
"g8092",0,0,0,26,12,14
"g8094",276,241,193,287,197,228
"g8107",0,0,0,62,14,45
"g8103",1055,655,663,1273,566,796
"g8104",13,7,4,27,26,43
"g8105",3,11,8,35,33,22
"g8108",860,783,467,306,199,224
"g8139",1805,1073,1456,847,489,708
"g8152",184,118,130,245,194,196
"g8151",12716,13595,11392,7341,5476,6357
"g8159",6251,7739,6642,2168,2123,2657
"g8174",228,175,187,219,185,168
"g8175",1178,566,696,369,183,310
"g8243",0,0,0,16,6,3
"g8228",0,0,2,19,8,18
"g8221",63,26,40,143,38,109
"g8247",0,0,0,13,14,8
"g8248",175,107,101,64,32,44
"g8271",394,210,259,400,244,287
"g8287",1095,790,687,1604,838,898
"g8293",82,90,73,188,129,162
"g8319",0,0,9,43,45,44
"g8322",56,43,26,65,46,86
"g8320",30,10,21,53,53,53
"g8331",377,322,303,609,425,496
"g8332",381,268,273,160,99,155
"g8335",115,79,57,218,101,144
"g8349",0,1,4,27,5,11
"g8354",0,0,0,104,62,95
"g8355",0,0,0,160,106,162
"g8353",572,338,375,829,608,941
"g8356",550,464,498,792,809,968
"g8374",18,13,24,129,150,191
"g8370",138,152,130,74,43,44
"g8368",196,165,171,53,58,64
"g8390",0,0,0,7,10,5
"g8393",8,9,6,104,87,87
"g8430",9,0,3,28,24,21
"g8404",67,108,46,333,241,283
"g8405",488,399,348,841,731,793
"g8402",27,35,7,124,78,95
"g8443",4164,3385,3237,1734,877,1196
"g8446",306,197,366,705,688,862
"g8464",181,145,145,287,172,191
"g8469",5,2,4,34,20,11
"g8470",36,7,12,29,33,47
"g8473",0,0,0,42,18,29
"g8474",134,92,98,180,159,196
"g8491",139,205,145,201,167,234
"g8486",588,343,576,203,117,188
"g8503",0,0,0,10,12,9
"g8511",86,56,50,122,73,86
"g8516",0,0,0,41,28,32
"g8515",799,590,572,320,218,276
"g8517",643,602,502,652,500,539
"g8519",471,329,308,1491,1520,1513
"g8527",0,0,0,58,20,23
"g8550",473,240,330,739,691,729
"g8549",148,148,147,367,251,236
"g8551",2666,1854,1999,1989,2292,2257
"g8564",0,0,0,70,43,58
"g8565",1573,1240,1226,3022,3037,2979
"g8569",458,365,358,176,119,193
"g8572",1802,1244,1353,692,322,542
"g8577",350,309,260,122,70,118
"g8581",430,264,265,544,226,355
"g8582",0,0,0,8,6,14
"g8590",0,0,0,25,29,21
"g8586",10,0,0,22,22,48
"g8592",48,37,37,126,118,110
"g8615",91,55,39,171,168,246
"g8631",871,647,605,366,196,282
"g8634",249,266,237,116,63,114
"g8658",479,214,249,143,86,89
"g8662",351,307,468,124,88,173
"g8665",12,11,10,63,58,29
"g8666",681,732,508,696,517,666
"g8674",796,762,670,444,262,275
"g8670",894,644,591,813,635,825
"g8701",1158,796,649,977,649,773
"g8711",1501,1201,992,629,456,536
"g8727",495,459,367,535,381,372
"g8732",9,7,0,35,33,35
"g8735",1685,1535,1217,1782,1013,1342
"g8821",544,441,505,1087,670,808
"g8824",263,167,134,485,280,312
"g8867",310,259,246,142,71,101
"g8872",130,118,99,277,119,239
"g8884",14,4,16,53,117,69
"g8880",54,34,18,81,99,73
"g8881",45,44,48,104,156,140
"g8873",0,0,0,21,7,7
"g8889",185,99,110,213,126,193
"g8896",78,82,58,86,98,135
"g8908",0,0,0,28,52,31
"g8903",2252,1298,1229,813,510,656
"g8926",325,359,293,566,388,650
"g8973",0,0,0,13,13,16
"g8981",2,21,11,48,60,37
"g8976",825,526,666,344,211,244
"g8993",102,55,56,89,96,100
"g9014",0,0,0,16,8,20
"g9016",263,195,168,335,214,210
"g9017",386,129,201,329,197,359
"g9013",200,93,150,470,291,369
"g9028",2,0,0,5,9,9
"g9026",376,233,240,157,59,103
"g9044",2,0,7,29,23,22
"g9045",0,0,7,76,26,37
"g9087",22,21,31,59,35,72
"g9094",709,444,423,604,339,464
"g9115",137,85,75,131,82,132
"g9131",112,71,75,43,23,29
"g9133",453,334,308,595,380,434
"g9142",81,50,50,142,157,185
"g9166",0,2,1,10,9,13
"g9167",52,42,60,77,61,67
"g9197",45,33,45,84,50,48
"g9199",36,44,39,56,82,64
"g9225",0,0,0,38,40,27
"g9226",3,3,1,31,58,43
"g9233",0,0,0,69,54,60
"g9234",12,30,12,49,34,48
"g9261",0,16,0,88,106,73
"g9262",355,476,297,901,741,437
"g9264",12,0,3,37,37,21
"g9267",205,113,211,239,156,233
"g9308",178,256,175,1189,591,776
"g9309",914,1180,765,2203,1453,1771
"g9312",37,42,49,109,90,106
"g9322",607,486,376,236,161,142
"g9342",0,0,0,15,10,22
"g9349",12,1,13,103,61,51
"g9331",1399,1200,996,489,364,404
"g9361",0,0,0,79,73,112
"g9363",708,579,423,592,642,572
"g9366",320,222,209,140,65,87
"g9380",392,349,267,189,94,102
"g9374",520,489,508,215,144,200
"g9377",11,9,0,52,38,48
"g9387",1094,986,738,2052,1107,1368
"g9388",33,14,25,57,32,54
"g9389",89,73,63,510,275,344
"g9393",172,155,176,85,47,59
"g9397",107,36,75,118,77,98
"g9401",61,25,64,125,168,117
"g9403",1083,866,891,537,243,361
"g9402",686,552,520,748,415,506
"g9443",228,224,203,111,71,102
"g9447",234,196,152,84,53,79
"g9449",69,38,54,81,53,56
"g9432",0,0,0,8,7,18
"g9454",0,0,0,13,18,7
"g9452",24,11,0,76,37,43
"g9469",17,49,12,58,90,39
"g9480",5,0,0,54,34,43
"g9493",12,9,14,96,103,78
"g9489",41,22,18,73,38,33
"g9490",104,93,54,225,185,228
"g9501",453,620,482,243,149,180
"g9502",1116,1563,1371,1511,1223,1536
"g9513",0,0,0,19,8,12
"g9524",0,0,0,6,5,3
"g9526",578,413,394,245,116,117
"g9535",761,483,434,657,376,483
"g9540",343,130,244,510,521,720
"g9546",276,120,104,320,258,337
"g9550",77,55,70,201,226,307
"g9569",0,2,10,25,31,36
"g9580",0,0,0,3,7,17
"g9587",540,319,338,167,112,164
"g9607",721,573,636,656,465,634
"g9608",254,248,242,733,557,745
"g9611",178,138,164,88,51,63
"g9617",14,3,7,30,29,25
"g9620",518,419,366,230,170,215
"g9627",127,59,81,117,113,124
"g9637",69,45,36,74,93,50
"g9636",3597,3518,2464,5556,7138,5093
"g9640",201,211,145,323,299,316
"g9647",1450,1047,1186,1717,1536,1839
"g9650",421,435,439,397,455,563
"g9653",133,69,91,211,467,323
"g9651",288,207,200,241,288,264
"g9654",310,242,197,367,189,271
"g9658",222,136,114,316,154,240
"g9660",83,46,43,191,82,138
"g9667",89,67,93,125,101,120
"g9669",27,15,21,53,69,76
"g9679",241,259,164,264,240,276
"g9682",426,252,280,336,476,539
"g9685",0,0,0,6,18,17
"g9689",35,36,21,76,66,52
"g9701",107,145,111,177,123,158
"g9706",112,72,125,158,144,175
"g9708",1345,989,963,1692,1425,1532
"g9709",1458,1289,1198,713,454,542
"g9836",0,0,0,14,11,19
"g9838",142,176,124,270,241,340
"g9900",991,1063,835,1057,711,954
"g9905",77,68,56,93,81,83
"g9919",60,41,39,96,116,108
"g9923",976,725,645,709,804,743
"g9932",17,15,10,81,34,37
"g9933",65,102,36,440,286,272
"g9935",51,31,9,74,55,46
"g9940",576,552,448,263,180,247
"g9968",0,0,0,9,10,9
"g9981",167,155,132,181,139,160
"g9989",1103,900,997,1646,1007,1531
"g10020",476,296,323,184,129,134
"g10021",584,411,404,660,667,626
"g10037",53,28,67,325,63,247
"g10042",0,11,5,81,91,64
"g10051",0,0,0,111,108,88
"g10052",478,269,325,158,125,161
"g10053",171,158,156,78,54,74
"g10055",35,16,17,59,31,66
"g10059",627,658,631,743,486,646
"g10065",0,0,0,15,9,11
"g10067",373,412,540,553,453,696
"g10071",33,69,50,169,201,240
"g10077",29,72,66,153,173,135
"g10082",2869,2198,2148,4010,2439,3049
"g10085",288,122,115,79,43,53
"g10100",79,59,49,134,146,158
"g10111",168,103,111,160,186,204
"g10112",753,403,441,223,135,218
"g10117",0,0,0,14,18,12
"g10119",0,1,1,10,7,4
"g10121",45,14,17,46,39,48
"g10113",535,443,444,596,760,775
"g10116",534,542,495,261,126,204
"g10126",547,447,312,212,157,136
"g10128",152,53,92,414,362,331
"g10130",2,8,0,42,26,30
"g10136",0,0,0,29,6,9
"g10135",2,0,0,32,12,24
"g10140",0,0,0,80,65,54
"g10150",835,610,640,239,239,224
"g10154",9,0,14,105,54,73
"g10153",110,87,72,213,85,129
"g10155",208,168,120,499,189,252
"g10205",5,6,0,160,97,89
"g10206",34,11,21,126,68,168
"g10207",0,0,0,11,5,10
"g10196",66,73,79,182,155,145
"g10193",87,82,71,108,105,148
"g10219",111,189,118,370,578,249
"g10231",154,79,112,260,109,241
"g10249",0,0,0,8,11,15
"g10232",41,17,16,82,34,54
"g10254",416,245,267,423,471,355
"g10274",66,117,48,167,147,147
"g10276",38,49,35,125,119,87
"g10282",273,209,136,269,235,197
"g10293",43,41,22,55,51,51
"g10284",187,108,117,68,45,47
"g10288",467,324,360,173,108,173
"g10317",360,200,254,139,89,98
"g10341",22,22,27,43,28,57
"g10342",181,168,207,220,166,242
"g10348",0,0,0,20,9,22
"g10324",76,66,55,113,74,77
"g10325",378,244,251,140,86,107
"g10328",4147,2257,3238,1524,635,1412
"g10329",5,1,0,73,58,97
"g10351",884,569,693,326,232,279
"g10363",263,158,214,413,237,304
"g10389",172,97,110,410,277,323
"g10390",76,49,49,169,71,131
"g10391",0,0,0,94,95,69
"g10400",0,0,0,5,5,8
"g10428",160,153,139,433,250,286
"g10431",72,74,70,224,184,147
"g10432",0,0,0,87,47,53
"g10430",75,61,108,239,100,124
"g10446",5,5,0,26,20,27
"g10442",2333,2087,1749,3339,2505,3233
"g10440",77,43,41,123,62,102
"g10464",143,86,77,45,26,39
"g10472",83,76,29,197,115,136
"g10561",15,24,21,40,37,38
"g10583",0,0,0,59,43,80
"g10582",318,336,328,550,460,568
"g10597",0,11,7,34,25,32
"g10508",32,15,13,44,26,42
"g10543",2849,2411,1891,939,741,779
"g10497",110,40,40,147,90,94
"g10524",108,68,62,117,89,91
"g10614",59,51,69,165,77,88
"g10615",175,142,84,286,214,160
"g10611",102,97,44,261,200,241
"g10621",459,346,339,603,712,702
"g10620",31,56,35,503,442,494
"g10624",288,233,237,758,776,671
"g10629",103,82,91,43,28,31
"g10632",119,254,182,255,286,319
"g10639",374,312,325,142,119,112
"g10644",0,0,0,102,141,149
"g10645",912,647,563,302,205,202
"g10646",128,106,59,164,130,133
"g10664",47,32,45,142,172,210
"g10675",75,40,61,169,64,79
"g10683",23,20,18,59,48,61
"g10682",19,10,7,113,87,87
"g10681",83,140,70,476,243,315
"g10696",47,95,51,109,113,77
"g10704",0,0,0,7,7,18
"g10730",61,77,42,97,55,113
"g10740",0,0,8,61,18,41
"g10749",0,0,4,39,9,35
"g10754",0,0,0,26,6,23
"g10746",8,4,5,26,10,17
"g10755",40,0,25,201,22,153
"g10760",169,111,124,153,174,143
"g10798",0,0,0,7,3,5
"g10812",88,54,54,260,77,130
"g10842",0,0,0,19,23,7
"g10843",0,0,0,4,14,16
"g10845",20,28,13,71,58,64
"g10848",25,19,33,47,37,49
"g10850",169,213,132,204,159,216
"g10854",289,237,198,135,65,66
"g10857",0,0,0,28,34,38
"g10869",13,19,0,76,41,47
"g10865",248,127,148,253,141,215
"g10862",86,61,37,168,105,127
"g10876",0,0,0,33,12,18
"g10881",0,0,0,10,13,10
"g10878",8,21,17,48,36,32
"g10885",24,21,25,167,111,92
"g10894",1407,861,1077,440,398,551
"g10898",4379,4154,3132,11951,6702,9825
"g10904",1801,1222,1236,725,546,541
"g10931",266,170,194,80,81,58
"g10934",54,64,37,99,133,121
"g10919",1195,801,678,2289,1148,1357
"g10920",149,178,164,329,133,220
"g10940",2892,2289,2185,4087,4355,4361
"g10943",435,238,318,392,279,300
"g10944",111,113,87,46,28,39
"g10946",95,21,40,190,62,75
"g10951",115,39,57,237,124,132
"g10954",379,250,276,163,82,116
"g10955",847,567,686,296,202,312
"g10958",800,532,596,1104,778,996
"g10961",272,257,251,103,82,97
"g11015",6,0,0,72,42,37
"g11013",56,34,33,308,83,120
"g11019",12,21,0,129,54,66
"g11020",47,40,26,270,150,175
"g11022",0,0,0,65,46,29
"g11023",11,9,6,120,56,61
"g11011",641,461,352,1352,474,763
"g11036",204,206,178,343,324,403
"g11035",598,596,482,798,547,782
"g11047",0,0,0,145,158,132
"g11054",361,238,326,147,119,101
"g11055",148,96,91,134,93,104
"g11056",80,62,62,102,61,89
"g11069",179,73,129,365,184,215
"g11080",32,60,33,73,72,99
"g11087",255,167,191,92,50,65
"g11092",491,374,480,220,137,174
"g11102",46,58,54,97,102,75
"g11103",54,63,46,186,106,124
"g11094",44,24,26,58,38,44
"g11096",1942,1478,1238,1705,1104,1393
"g11108",8,4,8,51,26,40
"g11104",548,457,336,248,116,146
"g11115",82,53,95,120,94,126
"g11119",610,326,394,252,150,168
"g11143",650,493,540,320,152,241
"g11148",2,0,0,8,9,5
"g11151",27628,17459,22485,64838,29746,60204
"g11165",175,116,157,200,155,184
"g11227",11,5,7,16,15,19
"g11231",129,52,32,277,193,284
"g11236",14,18,25,93,101,131
"g11237",13,12,18,37,32,48
"g11240",0,0,0,5,7,14
"g11239",297,267,230,394,311,251
"g11248",11,9,13,24,33,16
"g11244",184,101,123,187,129,200
"g11257",0,1,0,74,37,34
"g11266",0,0,0,4,3,8
"g11268",153,131,131,184,136,191
"g11275",0,0,0,19,15,27
"g11276",155,96,108,224,107,200
"g11277",304,243,290,354,279,342
"g11285",255,249,205,107,74,105
"g11284",110,89,61,114,81,104
"g11309",0,0,0,104,89,150
"g11314",908,737,869,468,289,407
"g11313",495,381,448,207,128,185
"g11301",2972,2547,2066,3185,2285,2738
"g11303",446,517,321,2439,2172,2385
"g11305",153,159,86,393,297,410
"g11307",116,118,113,1074,1103,1200
"g11302",1312,1401,1074,3038,2378,2773
"g11326",3,2,2,16,8,15
"g11376",0,0,0,16,13,29
"g11383",315,281,282,138,83,118
"g11382",1858,1518,1341,4747,2327,3777
"g11386",1736,929,1253,701,380,645
"g11399",1205,512,680,1104,549,813
"g11417",0,0,0,18,16,9
"g11422",99,98,60,192,349,216
"g11426",215,179,140,211,238,233
"g11487",0,2,0,7,7,13
"g11488",0,0,0,9,6,6
"g11503",22,10,6,94,52,87
"g11505",86,103,96,132,85,113
"g11509",381,254,305,343,358,314
"g11506",182,195,231,244,230,244
"g11518",207,187,186,501,229,436
"g11533",26,41,22,158,121,124
"g11531",0,0,0,12,12,5
"g11523",2,1,1,12,4,6
"g11525",399,337,244,355,372,368
"g11558",14,19,0,164,84,99
"g11561",34,0,19,250,170,152
"g11562",236,243,138,876,659,589
"g11564",354,299,213,445,340,289
"g11560",15,17,4,210,169,146
"g11586",11,6,6,52,35,43
"g11618",72,76,53,165,110,118
"g11623",38,32,9,70,41,71
"g11627",13,5,0,42,79,39
"g11636",17,17,4,46,39,66
"g11646",0,0,0,10,12,13
"g11668",113,85,63,360,333,293
"g11666",284,208,149,301,205,239
"g11692",920,703,654,693,552,725
"g11695",0,3,2,47,41,43
"g11696",0,0,0,15,6,3
"g11703",629,345,410,741,828,835
"g11717",432,227,268,378,452,371
"g11718",0,0,0,4,6,6
"g11719",3843,2780,4013,6391,5430,8209
"g11744",0,0,0,8,9,19
"g11743",1,21,5,49,38,62
"g11723",968,856,886,1285,996,1085
"g11721",27,26,29,50,52,47
"g11722",1045,930,836,1200,1195,1242
"g11724",155,189,129,265,203,241
"g11725",724,421,557,902,770,936
"g11726",360,311,303,1196,1510,1554
"g11754",568,392,376,226,112,157
"g11762",61,33,37,77,66,64
"g11766",74,60,45,79,50,95
"g11783",0,0,0,19,10,21
"g11774",0,0,0,16,10,12
"g11772",200,204,218,88,65,63
"g11826",0,0,0,50,14,38
"g11805",472,75,359,1562,194,768
"g11853",199,149,103,546,540,269
"g11866",10,15,16,27,20,38
"g11862",75,35,73,170,246,341
"g11869",1865,1636,1760,1634,2195,2117
"g11871",0,0,0,27,57,44
"g11872",52,39,30,122,248,156
"g11874",44,15,27,39,58,75
"g11887",93,79,59,255,119,104
"g11886",1055,842,969,1473,1373,2446
"g11882",1045,866,833,3139,2484,3333
"g11884",4989,3253,3828,6634,7577,7922
