Orthogroup	Pocillopora_acuta_protein	Mcap.protein
OG0000096	g30849, g41236, g38811, g41247, g52948, g36719, g50558, g54261, g36723, g41231, g55847, g56253, g49167, g47516, g30845, g41257, g57725	augustus.g58120.t1
OG0000097	g12220, g12223, g871, g39030, g3147, g22654, g21554, g437, g55618, g36876, g53823, g60047, g26802, g26134, g36419, g35281, g21007	augustus.g60650.t1
OG0000098	g38258, g38496, g35943	adi2mcaRNA14688_R0
OG0000098	g1468, g31424, g47142, g58517, g21132, g15880, g36984, g7597, g29757, g45944, g31727, g24901	augustus.g26263.t1
OG0000099	g58414, g51617, g18651, g48950, g54757, g56058, g57392, g51612, g59890, g22830, g62000, g20253, g34647	augustus.g33761.t1, adi2mcaRNA18891_R4, augustus.g67468.t1, augustus.g66369.t1
OG0000100	g12931, g51155	augustus.g24743.t1
OG0000100	g33261, g11742, g1315, g39270, g64312, g44844, g48565	adi2mcaRNA28013_R5, adi2mcaRNA28013_R6, augustus.g57055.t1, adi2mcaRNA28013_R3, adi2mcaRNA28013_R1, adi2mcaRNA28013_R0, adi2mcaRNA28013_R4
OG0000101	g50560, g41245, g47807, g36720, g41255, g54264, g52949, g30839, g41232, g41230, g55851, g57374, g38813, g32837, g36715, g36724	adi2mcaRNA32261_R1
OG0000102	g30319, g38564	adi2mcaRNA3707_R8, adi2mcaRNA3707_R9, adi2mcaRNA3707_R4, adi2mcaRNA3707_R1, adi2mcaRNA3707_R2, adi2mcaRNA3707_R5, adi2mcaRNA3707_R7, adi2mcaRNA3708_R0, adi2mcaRNA3708_R8, adi2mcaRNA3708_R6
OG0000102	g51526, g49527, g56384, g33278	augustus.g25943.t1
OG0000103	g23689, g23695	augustus.g5495.t1, augustus.g65791.t1, augustus.g16881.t1, augustus.g67496.t1, augustus.g3272.t1, augustus.g5497.t1, augustus.g9851.t1, augustus.g17445.t1, augustus.g68439.t1, augustus.g47788.t1, augustus.g20371.t1, augustus.g16981.t1, augustus.g10546.t1, augustus.g3403.t1, augustus.g13731.t1
OG0000104	g45603, g30321, g53140, g31130, g62207, g35768, g50868, g12329, g30851, g55983, g28423, g56782, g52227, g18262	augustus.g1079.t1, augustus.g11461.t1, augustus.g29830.t1
OG0000105	g37066, g5413, g16990, g44264, g11591, g5093, g35374, g2593, g10890, g54918, g63709, g52344, g46964, g13877, g57432	augustus.g35398.t1, augustus.g20221.t1
OG0000106	g49568, g24155, g38100, g7133, g58915, g11051, g6923, g28819, g7493, g40232, g15796, g10046, g48178, g13599, g32424, g13911	augustus.g34800.t1
OG0000107	g36443, g45843, g56199, g55367, g41214, g24683, g21142, g49966, g51711, g43452, g56198, g38418, g36518, g49975, g56194, g43438	augustus.g35252.t1
OG0000110	g17440, g51559, g57182	adi2mcaRNA13788_R1, adi2mcaRNA13788_R0, adi2mcaRNA34118_R4, adi2mcaRNA34118_R2, adi2mcaRNA34118_R3, adi2mcaRNA13788_R9, adi2mcaRNA13788_R8, adi2mcaRNA13788_R2, adi2mcaRNA13788_R5, adi2mcaRNA13788_R4, adi2mcaRNA13788_R7, adi2mcaRNA35302_R4, adi2mcaRNA13788_R6
OG0000111	g42776, g42801	augustus.g61613.t1, augustus.g20854.t1, augustus.g20829.t1, adi2mcaRNA19725_R9, augustus.g56134.t1, adi2mcaRNA19725_R7, augustus.g70530.t1, augustus.g8229.t1, adi2mcaRNA19725_R8, augustus.g61618.t1, augustus.g12392.t1, augustus.g70545.t1, augustus.g15738.t1, augustus.g18710.t1
OG0000112	g37936, g37942	adi2mcaRNA20431_R3, adi2mcaRNA6683_R9, augustus.g31073.t1, adi2mcaRNA6683_R6, augustus.g45371.t1, adi2mcaRNA2853_R9, augustus.g66078.t1, augustus.g31059.t1, augustus.g31055.t1, augustus.g31035.t1, augustus.g31064.t1, augustus.g66068.t1, augustus.g45373.t1, augustus.g66075.t1
OG0000113	g29388, g55953, g6580, g7183, g54249, g55791, g21552, g31655, g45839, g54191, g25843, g18713	augustus.g61577.t1, augustus.g23710.t1, augustus.g55323.t1, adi2mcaRNA38796_R1
OG0000114	g36330, g5420, g44707, g48414	augustus.g42493.t1, augustus.g43226.t1
OG0000114	g18449, g15524, g31841, g46189, g47869, g51251, g57706, g57728, g5702	adi2mcaRNA41499_R0
OG0000115	g11681	augustus.g5505.t1, augustus.g43470.t1, augustus.g13465.t1, augustus.g19763.t1, augustus.g9917.t1, augustus.g2186.t1, augustus.g5506.t1, augustus.g16997.t1, augustus.g52806.t1, augustus.g11355.t1, augustus.g220.t1, augustus.g62040.t1, augustus.g43486.t1, augustus.g69161.t1, augustus.g16549.t1
OG0000116	g29158, g27446, g36801, g7823, g9423, g13240, g38034, g17422, g60227, g32147, g64465, g14235, g24664, g33582, g6956	augustus.g2087.t1
OG0000117	g14252, g25629, g7762, g7764, g25710, g24713, g33725, g48349, g38200, g62334, g25726, g62328, g3056, g48347, g62336	augustus.g35245.t1
OG0000118	g20070, g50813, g3891, g9496	augustus.g54490.t1
OG0000118	g42490, g16873, g2947, g13595, g4824, g55737, g49084, g10003, g61178, g7120	augustus.g38661.t1
OG0000119	g16909, g30100, g25758, g60526, g26881, g42558, g13772, g61091, g43448, g41910, g42758, g61228, g19713, g63619, g14122	augustus.g49342.t1
OG0000121	g4575, g58276, g42647, g43551, g17489, g34481, g23749, g42656, g37582	augustus.g3970.t1, augustus.g43190.t1, adi2mcaRNA12029_R0, augustus.g22749.t1, augustus.g18181.t1, augustus.g3966.t1
OG0000122	g496	adi2mcaRNA26193_R9, augustus.g36544.t1, adi2mcaRNA26193_R7, adi2mcaRNA13417_R8, adi2mcaRNA1449_R4, augustus.g30342.t1, augustus.g11579.t1, augustus.g68993.t1, adi2mcaRNA13417_R3, adi2mcaRNA13417_R9, adi2mcaRNA13417_R5, adi2mcaRNA13417_R6, adi2mcaRNA1449_R3, augustus.g46800.t1
OG0000123	g13199	augustus.g56603.t1, augustus.g16707.t1, augustus.g67394.t1, adi2mcaRNA14550_R9, augustus.g1434.t1, augustus.g51885.t1, augustus.g761.t1, augustus.g68302.t1, augustus.g43476.t1, augustus.g56602.t1, augustus.g52277.t1, augustus.g18516.t1, augustus.g50317.t1, augustus.g4590.t1
OG0000125	g52573	adi2mcaRNA29616_R2, augustus.g2356.t1, adi2mcaRNA29616_R6, augustus.g2357.t1, augustus.g2352.t1, augustus.g46882.t1, augustus.g2346.t1, augustus.g2353.t1, augustus.g46883.t1, augustus.g2348.t1, adi2mcaRNA29617_R9, augustus.g46884.t1, augustus.g2355.t1, augustus.g2358.t1
OG0000126	g2524	adi2mcaRNA5133_R0
OG0000126	g27431, g15931, g880, g7176, g59738, g27805, g60179, g60169, g62752, g28078, g9853	adi2mcaRNA31072_R4, adi2mcaRNA31072_R3
OG0000127	g44654, g48985, g37218, g40954, g45970	augustus.g27662.t1, adi2mcaRNA31353_R8, adi2mcaRNA31353_R7, adi2mcaRNA31353_R6, augustus.g29883.t1, augustus.g6497.t1, augustus.g35637.t1, augustus.g52302.t1, augustus.g60859.t1, augustus.g9427.t1
OG0000129	g18945, g18950, g18947, g18948, g18951, g59240, g59435, g61653, g59433, g61656, g21528, g61654, g48740	adi2mcaRNA5735_R1, augustus.g71106.t1
OG0000130	g7613	augustus.g31868.t1, augustus.g64789.t1, augustus.g40998.t1, augustus.g24505.t1, augustus.g27948.t1, augustus.g13483.t1, augustus.g14126.t1, augustus.g17483.t1, augustus.g68324.t1, augustus.g11372.t1, augustus.g47087.t1, augustus.g63421.t1
OG0000130	g39262	augustus.g70852.t1
OG0000131	g48421, g57391	augustus.g39247.t1, augustus.g49254.t1, augustus.g44789.t1, augustus.g70539.t1, augustus.g29580.t1, augustus.g26844.t1, augustus.g65479.t1, augustus.g24297.t1, augustus.g2769.t1, augustus.g12658.t1, augustus.g44861.t1, augustus.g44769.t1, augustus.g51809.t1
OG0000132	g34914, g40903, g40885	augustus.g48166.t1
OG0000132	g54599, g57645, g28537, g51494, g58889, g28535, g22844, g9204, g57049	augustus.g60716.t1, augustus.g14073.t1
OG0000134	g47604, g38806, g28574, g4800, g1245, g26662, g333, g50087, g6520, g54482, g31208, g36883	augustus.g15320.t1
OG0000134	g16421	augustus.g40317.t1
OG0000135	g12704, g23727, g4819, g7001, g1233, g54520, g10078, g5153, g35475, g28069, g27274, g23903, g59965	augustus.g17607.t1, augustus.g22837.t1
OG0000136	g17094, g58846, g56111, g63659, g20710, g22125, g49900, g49081, g17554, g27378, g51244, g62309, g15343, g35878	augustus.g24405.t1
OG0000137	g44833, g56628, g28787, g44808, g40045, g56558, g43622, g43620, g28780, g52162, g28791, g43561, g52165, g51036	augustus.g3933.t1
OG0000139	g39189, g31045, g54651, g44171, g31049, g25361, g51773, g43970, g30758, g58518	augustus.g265.t1, augustus.g12680.t1, adi2mcaRNA23172_R5, adi2mcaRNA10243_R2
OG0000140	g50033	adi2mcaRNA18170_R7
OG0000140	g15589, g63737, g15590, g12434, g50037, g9867, g15584, g63738, g56898	augustus.g11440.t1, adi2mcaRNA12577_R0, augustus.g51212.t1
OG0000141	g54210, g48957, g47897, g3640, g63439, g3652, g56549, g3643, g48956, g47898, g53314, g36707, g45158	adi2mcaRNA1373_R0
OG0000142	g12413, g12403, g12393, g12394, g49364, g12406, g49365, g48492, g12402, g48495, g49367	adi2mcaRNA38021_R6, adi2mcaRNA18171_R8, adi2mcaRNA18171_R9
OG0000143	g34787, g27252, g28811, g36573, g56405, g37206, g39107, g37203, g48556, g58419, g44533, g48428, g48425	adi2mcaRNA19755_R0
OG0000145	g59161, g11689, g20827, g24345	augustus.g68217.t1, augustus.g3607.t1, adi2mcaRNA32684_R3, adi2mcaRNA32684_R6, adi2mcaRNA32684_R5, augustus.g41814.t1, adi2mcaRNA32684_R9, adi2mcaRNA32684_R8, adi2mcaRNA32684_R4, augustus.g41808.t1
OG0000146	g52731, g45019, g44938, g30486, g12991, g37885, g2842, g49246, g49033, g53146, g55312, g16106	adi2mcaRNA35928_R5, adi2mcaRNA35928_R3
OG0000147	g51158, g40606, g40607	augustus.g53186.t1, augustus.g6509.t1, augustus.g51580.t1, augustus.g11341.t1, augustus.g5739.t1, augustus.g37617.t1, augustus.g19472.t1, augustus.g44938.t1, augustus.g69940.t1, augustus.g51013.t1, adi2mcaRNA36640_R7
OG0000148	g20119, g18923, g6221, g33560, g10570, g51983, g28518	adi2mcaRNA6122_R0
OG0000148	g34406, g56470, g48625, g48786, g17531	augustus.g31426.t1
OG0000149	g17615	augustus.g21990.t1, augustus.g11244.t1, augustus.g16792.t1, augustus.g21898.t1, augustus.g50035.t1, augustus.g45318.t1, augustus.g29656.t1, augustus.g64232.t1, augustus.g14800.t1, augustus.g46220.t1, augustus.g12902.t1, augustus.g32442.t1, augustus.g15654.t1
OG0000150	g28779	augustus.g49626.t1, augustus.g24180.t1, augustus.g46889.t1, augustus.g63527.t1, augustus.g37201.t1, augustus.g11409.t1, augustus.g17649.t1, augustus.g47787.t1, augustus.g34763.t1, augustus.g262.t1, augustus.g55760.t1, augustus.g5034.t1, augustus.g65087.t1
OG0000151	g37116	augustus.g23369.t1, augustus.g64654.t1, augustus.g15702.t1, augustus.g55194.t1, augustus.g33174.t1, augustus.g57434.t1, augustus.g43463.t1, augustus.g62323.t1, augustus.g1143.t1, augustus.g43797.t1, augustus.g44216.t1, augustus.g15667.t1, augustus.g4064.t1
OG0000152	g26865, g15503	augustus.g41293.t1, augustus.g18483.t1, augustus.g15620.t1, augustus.g11669.t1, augustus.g59683.t1, augustus.g15828.t1, augustus.g71580.t1, augustus.g60816.t1, augustus.g19375.t1, augustus.g13940.t1, augustus.g51223.t1, augustus.g38685.t1
OG0000153	g50143, g12359, g12356, g12358, g12351, g50145, g47006, g12362, g12361, g50150, g50154, g50151	augustus.g48544.t1, augustus.g12941.t1
OG0000154	g56420, g35796, g49570, g60861, g40163, g58412, g56902, g37552, g10811, g46013, g57719, g32182	augustus.g457.t1, augustus.g13263.t1
OG0000155	g50272	augustus.g18290.t1, augustus.g23901.t1, augustus.g32086.t1, augustus.g25033.t1, augustus.g14398.t1, augustus.g29195.t1, augustus.g38521.t1, augustus.g63706.t1, augustus.g28205.t1, augustus.g61459.t1, augustus.g56077.t1, augustus.g62135.t1, augustus.g22000.t1
OG0000156	g53820, g1819, g1822, g34270, g7923, g53084, g1827, g1825, g33436, g1816	augustus.g15593.t1, augustus.g23325.t1, augustus.g54774.t1, augustus.g17866.t1
OG0000157	g57373, g47534	augustus.g21931.t1, augustus.g67916.t1, augustus.g67495.t1, augustus.g5629.t1, augustus.g40623.t1, augustus.g53175.t1, augustus.g57424.t1, augustus.g1726.t1, augustus.g17950.t1, augustus.g5658.t1, augustus.g69623.t1, augustus.g33330.t1
OG0000159	g24102, g6142	augustus.g18015.t1, augustus.g18014.t1, augustus.g54447.t1, augustus.g54450.t1, augustus.g19624.t1, augustus.g54449.t1, augustus.g54448.t1, augustus.g60772.t1, augustus.g71103.t1, augustus.g7378.t1, augustus.g49153.t1, augustus.g33177.t1
OG0000160	g7859	augustus.g32663.t1, augustus.g62620.t1, augustus.g32666.t1, augustus.g19319.t1, augustus.g32677.t1, augustus.g19318.t1, augustus.g32676.t1, augustus.g19315.t1, augustus.g46253.t1, augustus.g46243.t1, augustus.g32671.t1, augustus.g46254.t1, augustus.g46255.t1
OG0000161	g5259	augustus.g33772.t1
OG0000161	g36662, g5270, g11465, g36672, g36687, g36682, g36678, g36661, g36663, g11464, g11462	augustus.g28066.t1
OG0000162	g13755, g13757, g38593, g34056, g45516	augustus.g41939.t1
OG0000162	g12316, g20542, g10005, g55306, g36982, g32582, g19279	augustus.g35082.t1
OG0000163	g39218, g51529, g19184, g50641, g48115, g11362, g55228, g42728, g8938, g50901, g51203, g43227	augustus.g70984.t1, augustus.g36829.t1
OG0000164	g42087, g8294, g5834, g49754	augustus.g52024.t1
OG0000164	g63748	augustus.g66185.t1
OG0000164	g689, g24348	augustus.g38546.t1
OG0000165	g46945	augustus.g61187.t1
OG0000165	g381, g37146, g46162, g22835, g368, g45746, g57081, g54694, g6815, g54691, g48316	augustus.g39180.t1
OG0000166	g19994, g20111, g22575, g33804, g14465, g7528, g31050, g55958, g59369, g46991, g29123, g11156	augustus.g6326.t1, augustus.g9280.t1
OG0000167	g379, g24484, g19220, g53585, g38059, g58129, g13015, g60424, g50440, g38553, g48405, g9301, g38289	augustus.g65993.t1
OG0000169	g14224	augustus.g56011.t1, augustus.g55999.t1, adi2mcaRNA10886_R1, augustus.g55988.t1, adi2mcaRNA10886_R3, adi2mcaRNA10879_R2, augustus.g16045.t1, adi2mcaRNA10885_R4, augustus.g56009.t1, adi2mcaRNA10885_R7, adi2mcaRNA10885_R6, augustus.g55989.t1
OG0000170	g59743	adi2mcaRNA32687_R9, adi2mcaRNA19062_R9, adi2mcaRNA30821_R3, adi2mcaRNA30821_R0, augustus.g53030.t1, adi2mcaRNA19062_R1, augustus.g37706.t1, augustus.g48299.t1, augustus.g28929.t1, augustus.g30506.t1, augustus.g25738.t1, augustus.g21924.t1
OG0000171	g58895	adi2mcaRNA21139_R5, adi2mcaRNA21139_R9, adi2mcaRNA21139_R8, adi2mcaRNA21139_R0, adi2mcaRNA21139_R4, adi2mcaRNA21139_R2, adi2mcaRNA21139_R1, adi2mcaRNA21139_R3, adi2mcaRNA21139_R7
OG0000171	g54179	augustus.g13670.t1, adi2mcaRNA38467_R5
OG0000172	g31447, g31445, g31440, g31441, g31432, g30922, g30918, g30914	augustus.g15116.t1, augustus.g24189.t1, adi2mcaRNA22408_R2, augustus.g24188.t1, augustus.g24186.t1
OG0000173	g64054, g64059, g64049, g64070, g64066, g64076, g64055, g64048, g64073, g64050, g28560	augustus.g60921.t1, adi2mcaRNA2470_R1
OG0000174	g38194, g36889, g58370, g38182, g17967, g38186, g38184, g15287, g3161, g17971, g3183	adi2mcaRNA25316_R5, adi2mcaRNA25316_R4
OG0000175	g64243, g64240	augustus.g14401.t1, adi2mcaRNA34736_R8, augustus.g31976.t1, augustus.g56076.t1, augustus.g21999.t1, augustus.g61460.t1, augustus.g23902.t1, augustus.g62134.t1, augustus.g25034.t1, augustus.g63705.t1, augustus.g32085.t1
OG0000176	g47543	augustus.g51748.t1, augustus.g44497.t1, augustus.g6892.t1, augustus.g44489.t1, augustus.g6899.t1, adi2mcaRNA9009_R4, adi2mcaRNA9009_R1, adi2mcaRNA9009_R6, adi2mcaRNA9009_R7, adi2mcaRNA9009_R5, augustus.g44494.t1, augustus.g6889.t1
OG0000178	g62657, g37099, g50127, g55520	augustus.g18345.t1
OG0000178	g50128, g37795, g3767	augustus.g11171.t1
OG0000178	g42042, g48468	augustus.g22104.t1
OG0000181	g57357, g42378, g52871, g46949, g60940, g57705, g62038, g60624, g46948, g22792, g43737	augustus.g66228.t1, augustus.g13471.t1
OG0000183	g21329, g46693	augustus.g57664.t1, augustus.g15326.t1, augustus.g1959.t1, augustus.g28116.t1, augustus.g28113.t1, augustus.g28112.t1, augustus.g28114.t1, augustus.g67194.t1, augustus.g67193.t1, augustus.g67190.t1, augustus.g67192.t1
OG0000184	g13750, g13756, g13752, g13754, g53435	augustus.g61939.t1, augustus.g8357.t1, augustus.g61940.t1, augustus.g61937.t1, augustus.g8355.t1, augustus.g15496.t1, augustus.g8356.t1, augustus.g15497.t1
OG0000185	g9932	augustus.g30813.t1, augustus.g34342.t1, augustus.g55345.t1, augustus.g46308.t1, augustus.g18037.t1, augustus.g46523.t1, augustus.g21248.t1, augustus.g34848.t1, augustus.g159.t1, augustus.g2587.t1, augustus.g27899.t1, augustus.g34990.t1
OG0000186	g9829, g9825	augustus.g30077.t1, augustus.g25217.t1, augustus.g53816.t1, augustus.g25211.t1, augustus.g25219.t1, augustus.g53807.t1, augustus.g30072.t1, augustus.g53825.t1, augustus.g53811.t1, augustus.g53812.t1, augustus.g53824.t1
OG0000187	g16193, g38489, g58886, g58119, g35715, g64542, g6783, g64, g55404, g34127, g42649	augustus.g38165.t1, augustus.g27339.t1
OG0000188	g28697, g28704, g5109, g60202, g50884, g55731, g58270, g24823, g57298, g10275, g50351	augustus.g33101.t1, augustus.g31235.t1
OG0000189	g20266, g54950	augustus.g5096.t1, augustus.g33151.t1, augustus.g40259.t1
OG0000189	g46967, g58092, g47371, g45407, g53865, g35296	augustus.g59397.t1, augustus.g46299.t1
OG0000190	g10532, g10538, g10534	augustus.g38747.t1, augustus.g6110.t1, augustus.g38730.t1, augustus.g51296.t1, augustus.g62320.t1, augustus.g7963.t1, augustus.g34735.t1, augustus.g39355.t1, augustus.g34783.t1, augustus.g66722.t1
OG0000191	g46018, g53249, g53257, g26029, g55085, g26017, g49557, g49554, g49565, g49548, g26013, g53258	augustus.g34796.t1
OG0000192	g46187, g9771, g37189, g30658, g5267, g62108, g49757, g28317, g52932, g38527, g46511	augustus.g48900.t1, augustus.g3968.t1
OG0000193	g26480, g8436, g5156, g22295, g7995, g31425, g18992, g37282, g726, g35841, g43305, g51847	augustus.g42826.t1
OG0000194	g36068, g31064	augustus.g48765.t1
OG0000194	g32690, g5310, g8520, g41019, g19548, g11912, g15332, g62134, g54483	augustus.g7946.t1
OG0000195	g33107, g50306, g1485, g21271, g5661, g15177, g8765, g4357, g51615, g45500, g51578, g43717	augustus.g52737.t1
OG0000198	g20676, g46871	augustus.g29512.t1, adi2mcaRNA14621_R1, adi2mcaRNA14621_R2, augustus.g70161.t1, augustus.g20531.t1, augustus.g6991.t1, augustus.g9099.t1, adi2mcaRNA13482_R1, adi2mcaRNA13482_R8, adi2mcaRNA13482_R9
OG0000201	g34082, g46304, g50674, g7639, g29495, g56727, g47734, g33579, g31829, g48641, g25633	adi2mcaRNA22730_R0
OG0000202	g46028	adi2mcaRNA24313_R2
OG0000202	g60174	adi2mcaRNA3170_R6, adi2mcaRNA38910_R1, adi2mcaRNA38910_R0, adi2mcaRNA38910_R3, augustus.g46028.t1, augustus.g38713.t1, augustus.g18899.t1, adi2mcaRNA38910_R2, adi2mcaRNA38910_R4
OG0000203	g42419, g46119, g42424, g46124, g42421, g46126, g46127	augustus.g26876.t1, augustus.g2455.t1, augustus.g20786.t1, augustus.g5944.t1, adi2mcaRNA26142_R8
OG0000204	g40934	augustus.g14954.t1, augustus.g15222.t1, adi2mcaRNA31454_R5, augustus.g30636.t1, augustus.g7532.t1, augustus.g67569.t1, augustus.g39353.t1, augustus.g70998.t1, augustus.g55811.t1, augustus.g20556.t1, augustus.g21264.t1
OG0000205	g52416, g50399, g26820, g54017, g46927, g54018, g29881, g29913, g52415, g52414	adi2mcaRNA33121_R0, adi2mcaRNA33121_R1
OG0000206	g57820, g55216, g54001, g59178, g44498, g10296	adi2mcaRNA5790_R0, augustus.g9143.t1, augustus.g7443.t1, adi2mcaRNA37400_R2, augustus.g9150.t1, augustus.g9153.t1
OG0000207	g55157, g50932, g48682	augustus.g58230.t1, adi2mcaRNA39885_R8, adi2mcaRNA39885_R7, adi2mcaRNA39885_R5, augustus.g67991.t1, augustus.g18140.t1, adi2mcaRNA39885_R2, adi2mcaRNA39885_R1, augustus.g42701.t1
OG0000208	g38029, g62953, g3855, g21791, g42693, g45265	augustus.g27029.t1, adi2mcaRNA40519_R7, adi2mcaRNA40519_R8, adi2mcaRNA40519_R6, adi2mcaRNA40519_R5, augustus.g30573.t1
OG0000209	g37112, g32069, g54436, g54435, g37113, g64290	adi2mcaRNA782_R1, adi2mcaRNA782_R3, augustus.g24572.t1, adi2mcaRNA782_R2, adi2mcaRNA782_R5, augustus.g70024.t1
OG0000210	g511	adi2mcaRNA8270_R5, adi2mcaRNA8270_R8, adi2mcaRNA8270_R7, adi2mcaRNA8270_R0, adi2mcaRNA8270_R3, adi2mcaRNA8270_R9, augustus.g52135.t1, augustus.g10438.t1, augustus.g66462.t1, augustus.g10141.t1, augustus.g18347.t1
OG0000211	g1893, g1891, g1886	augustus.g63381.t1, augustus.g63380.t1, augustus.g63382.t1, augustus.g13911.t1, augustus.g13905.t1, augustus.g41645.t1, augustus.g38704.t1, augustus.g38706.t1, adi2mcaRNA930_R9
OG0000212	g12927, g46685, g46684	augustus.g11772.t1, augustus.g26141.t1, augustus.g63265.t1, augustus.g10209.t1, augustus.g4014.t1, augustus.g10210.t1, augustus.g63266.t1, augustus.g4015.t1, augustus.g47960.t1
OG0000213	g21150, g6939, g49132, g12415, g23944, g29964, g14909, g5570, g9259	augustus.g35596.t1, augustus.g69869.t1, augustus.g1040.t1
OG0000214	g17617	augustus.g18900.t1, augustus.g16961.t1, augustus.g17667.t1, augustus.g46025.t1, augustus.g17331.t1, augustus.g68490.t1, augustus.g10494.t1, augustus.g49685.t1, augustus.g70230.t1, augustus.g13144.t1, augustus.g44783.t1
OG0000215	g51785	augustus.g60801.t1, augustus.g10833.t1, augustus.g18486.t1, augustus.g42126.t1, augustus.g21955.t1, augustus.g50315.t1, augustus.g51334.t1, augustus.g51380.t1, augustus.g51362.t1, augustus.g21010.t1, augustus.g24687.t1
OG0000216	g24242, g50036, g9865, g12417, g61049, g46484	augustus.g51217.t1, augustus.g11437.t1, augustus.g51215.t1, augustus.g11428.t1, augustus.g11438.t1, augustus.g51211.t1
OG0000217	g3307	augustus.g30660.t1, augustus.g24952.t1, augustus.g44864.t1, augustus.g13954.t1, augustus.g44581.t1, augustus.g50462.t1, augustus.g31303.t1, augustus.g66366.t1, augustus.g65306.t1, augustus.g23254.t1, augustus.g8539.t1
